# ============================================================
# DRIFT-REPORT  (Zyklen: 1344)
# ============================================================
# Signal                  first     last    delta     span  Urteil
# dopamine               0.2500   0.2500   0.0000   0.0000  stabil
# serotonin              0.2885   0.2885   0.0000   0.0000  stabil
# glutamate              0.5270   0.5270   0.0000   0.0000  stabil
# gaba                   0.3890   0.3890   0.0000   0.0000  stabil
# noradrenaline          0.7000   0.7000   0.0000   0.0000  stabil
# acetylcholine          0.7625   0.7625   0.0000   0.0000  stabil
# histamine              0.4371   0.4375   0.0004   0.0173  stabil
# orexin                 0.2380   0.2383   0.0003   0.0015  stabil
# bdnf                   0.6675   0.6633  -0.0042   0.0551  stabil
# adenosine              0.6065   0.6406   0.0342   0.0967  stabil
# endocannabinoid_2ag    0.0000   0.0000   0.0000   0.0000  stabil
# cortisol               0.0566   0.0261  -0.0305   0.0879  stabil
# exploration_bias       0.5000   0.5000   0.0000   0.0000  stabil
# plasticity_level       0.7800   0.7800   0.0000   0.0000  stabil
# adaptive_threshold     0.5272   0.5671   0.0399   0.2015  stabil
# survivors             20.0000  23.0000   3.0000  13.0000  konvergiert
# participated          91.0000  88.0000  -3.0000  23.0000  stabil
# weakened              71.0000  65.0000  -6.0000  29.0000  stabil
# effectiveness          0.0000   0.0000   0.0000   0.0000  stabil
# reciprocal_gate        0.3306   0.2969  -0.0337   0.1136  stabil
# allostatic_load        0.0000   0.0337   0.0337   0.1844  stabil
# ------------------------------------------------------------
# GESAMT: konvergenz
# ============================================================

cycle,ts,dopamine,serotonin,glutamate,gaba,noradrenaline,acetylcholine,histamine,orexin,bdnf,adenosine,endocannabinoid_2ag,cortisol,exploration_bias,plasticity_level,adaptive_threshold,survivors,participated,weakened,effectiveness,reciprocal_gate,allostatic_load
326,1784898348,0.25,0.2885,0.527,0.389,0.7,0.7625,0.4386,0.2379,0.6756,0.631022,1e-06,0.011882743824861477,0.5,0.78,0.5058577729010574,25.0,87.0,62.0,0.0,0.30756308358864354,0.0
327,1784898354,0.25,0.2885,0.527,0.389,0.7,0.7625,0.4393,0.2379,0.6738,0.598302,1e-06,0.008317920677403034,0.5,0.78,0.5306748723972845,18.0,88.0,70.0,0.0,0.3410131985120504,0.0
328,1784898360,0.25,0.2885,0.527,0.389,0.7,0.7625,0.4448,0.2382,0.6719,0.57049,1e-06,0.02940851957039861,0.5,0.78,0.5636329354749282,18.0,92.0,74.0,0.0,0.3743424389584352,0.0786199169873883
329,1784898366,0.25,0.2885,0.527,0.389,0.7,0.7625,0.4356,0.2379,0.6711,0.643352,1e-06,0.05989733723349176,0.5,0.78,0.6136572383383408,21.0,86.0,65.0,0.0,0.2922273472709046,0.13103791178070912
330,1784898371,0.25,0.2885,0.527,0.389,0.7,0.7625,0.4353,0.2376,0.671,0.608782,1e-06,0.04906453360434966,0.5,0.78,0.5703128937758606,20.0,90.0,70.0,0.0,0.3265427830896332,0.02378799180301809
331,1784898377,0.25,0.2885,0.527,0.389,0.7,0.7625,0.4404,0.2378,0.6707,0.579398,1e-06,0.03434517352304476,0.5,0.78,0.5221322148582359,23.0,91.0,68.0,0.0,0.3610377081627433,0.0
332,1784898383,0.25,0.2885,0.527,0.389,0.7,0.7625,0.4485,0.2383,0.6697,0.554421,1e-06,0.05212269410554355,0.5,0.78,0.567932887785323,18.0,87.0,69.0,0.0,0.39408821571392016,0.0936035754647074
333,1784898389,0.25,0.2885,0.527,0.389,0.7,0.7625,0.441,0.2383,0.6672,0.627283,1e-06,0.052235302734455924,0.5,0.78,0.5570266743302882,24.0,88.0,64.0,0.0,0.31376251099974406,0.05249805620191812
334,1784898395,0.25,0.2885,0.527,0.389,0.7,0.7625,0.4416,0.2383,0.665,0.595123,1e-06,0.040785030269470016,0.5,0.78,0.5632580936268511,19.0,92.0,73.0,0.0,0.3464867176998209,0.014067727851169587
335,1784898400,0.25,0.2885,0.527,0.389,0.7,0.7625,0.4469,0.2386,0.6634,0.567787,1e-06,0.02854952118862901,0.5,0.78,0.48980307750689533,19.0,94.0,75.0,0.0,0.37913814238987453,0.0
336,1784898406,0.25,0.2885,0.527,0.389,0.7,0.7625,0.4375,0.2383,0.6644,0.640649,1e-06,0.019984664832040304,0.5,0.78,0.5132408952540586,19.0,90.0,71.0,0.0,0.2968817796729122,0.0
337,1784898412,0.25,0.2885,0.527,0.389,0.7,0.7625,0.4371,0.238,0.6656,0.606485,1e-06,0.013989265382428211,0.5,0.78,0.5031818311608067,19.0,86.0,67.0,0.0,0.3306192457710385,0.0
338,1784898417,0.25,0.2885,0.527,0.389,0.7,0.7625,0.442,0.2381,0.6667,0.577445,1e-06,0.009792485767699748,0.5,0.78,0.5209559358293221,23.0,91.0,68.0,0.0,0.364587872039727,0.0
339,1784898424,0.25,0.2885,0.527,0.389,0.7,0.7625,0.4499,0.2387,0.6665,0.552761,1e-06,0.006854740037389823,0.5,0.78,0.5243197820674678,24.0,86.0,62.0,0.0,0.39716503042780893,0.0
340,1784898429,0.25,0.2885,0.527,0.389,0.7,0.7625,0.4423,0.2386,0.666,0.625623,1e-06,0.023894679399277675,0.5,0.78,0.5675997419370569,21.0,89.0,68.0,0.0,0.3167130812994662,0.06365453791034933
341,1784898435,0.25,0.2885,0.527,0.389,0.7,0.7625,0.4428,0.2386,0.6657,0.593712,1e-06,0.01672627557949437,0.5,0.78,0.532414818754618,23.0,88.0,65.0,0.0,0.34905509690962633,0.0
342,1784898441,0.25,0.2885,0.527,0.389,0.7,0.7625,0.448,0.2389,0.6648,0.566588,1e-06,0.02193646262237572,0.5,0.78,0.5813792212748826,17.0,93.0,76.0,0.0,0.3813631278367384,0.034093565722432204
343,1784898447,0.25,0.2885,0.527,0.389,0.7,0.7625,0.4385,0.2385,0.664,0.63945,1e-06,0.015355523835663003,0.5,0.78,0.4950818406374384,18.0,90.0,72.0,0.0,0.2990147894857169,0.0
344,1784898452,0.25,0.2885,0.527,0.389,0.7,0.7625,0.4379,0.2383,0.6637,0.605465,1e-06,0.019852323448130982,0.5,0.78,0.5114779745620546,21.0,86.0,65.0,0.0,0.33247665264000176,0.03034485587722293
345,1784898459,0.25,0.2885,0.527,0.389,0.7,0.7625,0.4428,0.2383,0.6642,0.576578,1e-06,0.039419529795493034,0.5,0.78,0.5740097128297761,20.0,90.0,70.0,0.0,0.36619711684800116,0.0850763446060045
346,1784898465,0.25,0.2885,0.527,0.389,0.7,0.7625,0.433,0.2378,0.6644,0.64944,1e-06,0.04071126743073347,0.5,0.78,0.534414203955779,21.0,87.0,66.0,0.0,0.2836033817936008,0.04372532191296116
347,1784898471,0.25,0.2885,0.527,0.389,0.7,0.7625,0.4326,0.2374,0.6651,0.613957,1e-06,0.036230961746009184,0.5,0.78,0.5393680180781215,21.0,90.0,69.0,0.0,0.31866110725552055,0.025776915148319188
348,1784898477,0.25,0.2885,0.527,0.389,0.7,0.7625,0.4377,0.2375,0.6605,0.583796,1e-06,0.025361673222206428,0.5,0.78,0.5222144396083853,14.0,95.0,81.0,0.0,0.35395339507886436,0.0
349,1784898482,0.25,0.2885,0.527,0.389,0.7,0.7625,0.446,0.238,0.6595,0.55816,1e-06,0.017753171255544497,0.5,0.78,0.4941577120838844,21.0,86.0,65.0,0.0,0.38779577655520503,0.0
350,1784898488,0.25,0.2885,0.527,0.389,0.7,0.7625,0.4386,0.2379,0.6557,0.631022,1e-06,0.019928936962799716,0.5,0.78,0.5502760499068051,25.0,91.0,66.0,0.0,0.30756308358864354,0.0250057236130619
351,1784898494,0.25,0.2885,0.527,0.389,0.7,0.7625,0.4393,0.2379,0.6538,0.598302,1e-06,0.0139502558739598,0.5,0.78,0.5519894836657299,21.0,97.0,76.0,0.0,0.3410131985120504,0.0
352,1784898500,0.25,0.2885,0.527,0.389,0.7,0.7625,0.4448,0.2382,0.6542,0.57049,1e-06,0.0299611999331433,0.5,0.78,0.5431676044978466,20.0,88.0,68.0,0.0,0.3743424389584352,0.06732006940457147
353,1784898506,0.25,0.2885,0.527,0.389,0.7,0.7625,0.4356,0.2379,0.654,0.643352,1e-06,0.03902330859986695,0.5,0.78,0.5544552808636418,18.0,92.0,74.0,0.0,0.2922273472709046,0.06016822882222214
354,1784898512,0.25,0.2885,0.527,0.389,0.7,0.7625,0.4353,0.2376,0.6531,0.608782,1e-06,0.02731631601990686,0.5,0.78,0.5202826489685436,18.0,94.0,76.0,0.0,0.3265427830896332,0.0
355,1784898518,0.25,0.2885,0.527,0.389,0.7,0.7625,0.4404,0.2378,0.6527,0.579398,1e-06,0.0191214212139348,0.5,0.78,0.513148311326918,21.0,90.0,69.0,0.0,0.3610377081627433,0.0
356,1784898523,0.25,0.2885,0.527,0.389,0.7,0.7625,0.4485,0.2383,0.6522,0.554421,1e-06,0.01338499484975436,0.5,0.78,0.5357390434069071,23.0,90.0,67.0,0.0,0.39408821571392016,0.0
357,1784898529,0.25,0.2885,0.527,0.389,0.7,0.7625,0.441,0.2383,0.6503,0.627283,1e-06,0.045487206420888014,0.5,0.78,0.6082089872894805,24.0,88.0,64.0,0.0,0.31376251099974406,0.12039236675353321
358,1784898535,0.25,0.2885,0.527,0.389,0.7,0.7625,0.4416,0.2383,0.6553,0.595123,1e-06,0.07151818360822854,0.5,0.78,0.5886270909258057,21.0,87.0,66.0,0.0,0.3464867176998209,0.1322571303786898
359,1784898541,0.25,0.2885,0.527,0.389,0.7,0.7625,0.4469,0.2386,0.6591,0.567787,1e-06,0.05173038300965028,0.5,0.78,0.5542466558208297,21.0,90.0,69.0,0.0,0.37913814238987453,0.005558848279634354
360,1784898547,0.25,0.2885,0.527,0.389,0.7,0.7625,0.4375,0.2383,0.6629,0.640649,1e-06,0.03621126810675519,0.5,0.78,0.5134546300812639,23.0,90.0,67.0,0.0,0.2968817796729122,0.0
361,1784898552,0.25,0.2885,0.527,0.389,0.7,0.7625,0.4371,0.238,0.6654,0.606485,1e-06,0.029347324773913986,0.5,0.78,0.5526900737816213,20.0,87.0,67.0,0.0,0.3306192457710385,0.013331456997284507
362,1784898558,0.25,0.2885,0.527,0.389,0.7,0.7625,0.442,0.2381,0.6676,0.577445,1e-06,0.02054312734173979,0.5,0.78,0.5485197829877092,21.0,89.0,68.0,0.0,0.364587872039727,0.0
363,1784898565,0.25,0.2885,0.527,0.389,0.7,0.7625,0.4499,0.2387,0.6712,0.552761,1e-06,0.014380189139217852,0.5,0.78,0.503922302940629,20.0,89.0,69.0,0.0,0.39716503042780893,0.0
364,1784898571,0.25,0.2885,0.527,0.389,0.7,0.7625,0.4423,0.2386,0.6758,0.625623,1e-06,0.032284860444615315,0.5,0.78,0.5660500447725437,21.0,90.0,69.0,0.0,0.3167130812994662,0.07406242682387607
365,1784898576,0.25,0.2885,0.527,0.389,0.7,0.7625,0.4428,0.2386,0.6791,0.593712,1e-06,0.026094057306992602,0.5,0.78,0.5440596505396735,21.0,89.0,68.0,0.0,0.34905509690962633,0.011648849985872945
366,1784898582,0.25,0.2885,0.527,0.389,0.7,0.7625,0.448,0.2389,0.6809,0.566588,1e-06,0.01826584011489482,0.5,0.78,0.5223464955781979,19.0,90.0,71.0,0.0,0.3813631278367384,0.0
367,1784898588,0.25,0.2885,0.527,0.389,0.7,0.7625,0.4385,0.2385,0.6839,0.63945,1e-06,0.012786088080426375,0.5,0.78,0.5372331571851339,20.0,85.0,65.0,0.0,0.2990147894857169,0.0
368,1784898593,0.25,0.2885,0.527,0.389,0.7,0.7625,0.4379,0.2383,0.6858,0.605465,1e-06,0.009571744273540655,0.5,0.78,0.555726376338073,20.0,87.0,67.0,0.0,0.33247665264000176,0.0020716087241406497
369,1784898600,0.25,0.2885,0.527,0.389,0.7,0.7625,0.4428,0.2383,0.6848,0.576578,1e-06,0.05153179618923141,0.5,0.78,0.6201964757901995,24.0,86.0,62.0,0.0,0.36619711684800116,0.14943858399250987
370,1784898606,0.25,0.2885,0.527,0.389,0.7,0.7625,0.433,0.2378,0.6817,0.64944,1e-06,0.036072257332461985,0.5,0.78,0.5491684406032981,17.0,86.0,69.0,0.0,0.2836033817936008,0.0
371,1784898612,0.25,0.2885,0.527,0.389,0.7,0.7625,0.4326,0.2374,0.6785,0.613957,1e-06,0.026118763342594775,0.5,0.78,0.5505868858683554,23.0,86.0,63.0,0.0,0.31866110725552055,0.0028939440329046164
372,1784898617,0.25,0.2885,0.527,0.389,0.7,0.7625,0.4377,0.2375,0.6761,0.583796,1e-06,0.03477162159294233,0.5,0.78,0.5431806059242623,19.0,91.0,72.0,0.0,0.35395339507886436,0.05496162417708663
373,1784898623,0.25,0.2885,0.527,0.389,0.7,0.7625,0.446,0.238,0.6749,0.55816,1e-06,0.02434013511505963,0.5,0.78,0.5018874555447379,20.0,88.0,68.0,0.0,0.38779577655520503,0.0
374,1784898629,0.25,0.2885,0.527,0.389,0.7,0.7625,0.4386,0.2379,0.6733,0.631022,1e-06,0.01703809458054174,0.5,0.78,0.5372081949340263,22.0,86.0,64.0,0.0,0.30756308358864354,0.0
375,1784898635,0.25,0.2885,0.527,0.389,0.7,0.7625,0.4393,0.2379,0.6703,0.598302,1e-06,0.03056905148838504,0.5,0.78,0.5667331272020213,17.0,87.0,70.0,0.0,0.3410131985120504,0.06214128427335275
376,1784898640,0.25,0.2885,0.527,0.389,0.7,0.7625,0.4448,0.2382,0.6688,0.57049,1e-06,0.037152347701210967,0.5,0.78,0.5747427087549944,20.0,87.0,67.0,0.0,0.3743424389584352,0.0525133721978048
377,1784898646,0.25,0.2885,0.527,0.389,0.7,0.7625,0.4356,0.2379,0.6648,0.643352,1e-06,0.0392320715529489,0.5,0.78,0.5872154910097426,25.0,85.0,60.0,0.0,0.2922273472709046,0.04408476054033743
378,1784898652,0.25,0.2885,0.527,0.389,0.7,0.7625,0.4353,0.2376,0.6621,0.608782,1e-06,0.02746245008706423,0.5,0.78,0.5228688148796871,21.0,91.0,70.0,0.0,0.3265427830896332,0.0
379,1784898658,0.25,0.2885,0.527,0.389,0.7,0.7625,0.4404,0.2378,0.6616,0.579398,1e-06,0.03938582959718186,0.5,0.78,0.5971734752133859,22.0,92.0,70.0,0.0,0.3610377081627433,0.06720704845412301
380,1784898664,0.25,0.2885,0.527,0.389,0.7,0.7625,0.4485,0.2383,0.6639,0.554421,1e-06,0.03380560002963879,0.5,0.78,0.5654333604198113,22.0,84.0,62.0,0.0,0.39408821571392016,0.02078506437203831
381,1784898669,0.25,0.2885,0.527,0.389,0.7,0.7625,0.441,0.2383,0.6655,0.627283,1e-06,0.023663920020747152,0.5,0.78,0.5338015210633769,20.0,92.0,72.0,0.0,0.31376251099974406,0.0
382,1784898675,0.25,0.2885,0.527,0.389,0.7,0.7625,0.4416,0.2383,0.6668,0.595123,1e-06,0.05773236649145001,0.5,0.78,0.599905604299326,23.0,90.0,67.0,0.0,0.3464867176998209,0.13722540825642338
383,1784898681,0.25,0.2885,0.527,0.389,0.7,0.7625,0.4469,0.2386,0.6681,0.567787,1e-06,0.053177432222753784,0.5,0.78,0.5676005179786424,20.0,92.0,72.0,0.0,0.37913814238987453,0.0425492522624626
384,1784898687,0.25,0.2885,0.527,0.389,0.7,0.7625,0.4375,0.2383,0.6676,0.640649,1e-06,0.055022881627099805,0.5,0.78,0.609110934514336,24.0,90.0,66.0,0.0,0.2968817796729122,0.05932893023724053
385,1784898692,0.25,0.2885,0.527,0.389,0.7,0.7625,0.4371,0.238,0.6707,0.606485,1e-06,0.04489207864593386,0.5,0.78,0.5899238075810992,21.0,84.0,63.0,0.0,0.3306192457710385,0.021253538356546642
386,1784898699,0.25,0.2885,0.527,0.389,0.7,0.7625,0.442,0.2381,0.67,0.577445,1e-06,0.031424455052153695,0.5,0.78,0.5278379045312477,17.0,96.0,79.0,0.0,0.364587872039727,0.0
387,1784898705,0.25,0.2885,0.527,0.389,0.7,0.7625,0.4499,0.2387,0.6714,0.552761,1e-06,0.03949996870133794,0.5,0.78,0.5645422676530927,23.0,85.0,62.0,0.0,0.39716503042780893,0.05834283388276786
388,1784898710,0.25,0.2885,0.527,0.389,0.7,0.7625,0.4423,0.2386,0.6703,0.625623,1e-06,0.02764997809093656,0.5,0.78,0.5029069868546132,18.0,90.0,72.0,0.0,0.3167130812994662,0.0
389,1784898716,0.25,0.2885,0.527,0.389,0.7,0.7625,0.4428,0.2386,0.6657,0.593712,1e-06,0.029804448846324393,0.5,0.78,0.5903130370452132,27.0,90.0,63.0,0.0,0.34905509690962633,0.034831547275562674
390,1784898722,0.25,0.2885,0.527,0.389,0.7,0.7625,0.448,0.2389,0.6619,0.566588,1e-06,0.020863114192427073,0.5,0.78,0.5019973029847661,19.0,86.0,67.0,0.0,0.3813631278367384,0.0
391,1784898728,0.25,0.2885,0.527,0.389,0.7,0.7625,0.4385,0.2385,0.659,0.63945,1e-06,0.01460417993469895,0.5,0.78,0.5020174974511589,21.0,87.0,66.0,0.0,0.2990147894857169,0.0
392,1784898734,0.25,0.2885,0.527,0.389,0.7,0.7625,0.4379,0.2383,0.6571,0.605465,1e-06,0.010222925954289265,0.5,0.78,0.5488180529364788,21.0,87.0,66.0,0.0,0.33247665264000176,0.0
393,1784898740,0.25,0.2885,0.527,0.389,0.7,0.7625,0.4428,0.2383,0.6532,0.576578,1e-06,0.007156048168002485,0.5,0.78,0.5245162545966713,16.0,89.0,73.0,0.0,0.36619711684800116,0.0
394,1784898746,0.25,0.2885,0.527,0.389,0.7,0.7625,0.433,0.2378,0.6507,0.64944,1e-06,0.005009233717601739,0.5,0.78,0.5739838840647361,22.0,90.0,68.0,0.0,0.2836033817936008,0.0
395,1784898752,0.25,0.2885,0.527,0.389,0.7,0.7625,0.4326,0.2374,0.6485,0.613957,1e-06,0.0049269031955972145,0.5,0.78,0.5312199035628572,19.0,92.0,73.0,0.0,0.31866110725552055,0.004734798644253324
396,1784898758,0.25,0.2885,0.527,0.389,0.7,0.7625,0.4377,0.2375,0.6486,0.583796,1e-06,0.017041826302538074,0.5,0.78,0.5969065392379023,19.0,85.0,66.0,0.0,0.35395339507886436,0.04530998021873342
397,1784898763,0.25,0.2885,0.527,0.389,0.7,0.7625,0.446,0.238,0.6486,0.55816,1e-06,0.06329410080494974,0.5,0.78,0.6252041830288348,24.0,85.0,61.0,0.0,0.38779577655520503,0.17121607464391028
398,1784898769,0.25,0.2885,0.527,0.389,0.7,0.7625,0.4386,0.2379,0.6491,0.631022,1e-06,0.044305870563464814,0.5,0.78,0.5853547002238676,20.0,88.0,68.0,0.0,0.30756308358864354,0.0
399,1784898775,0.25,0.2885,0.527,0.389,0.7,0.7625,0.4393,0.2379,0.6546,0.598302,1e-06,0.03527529721596482,0.5,0.78,0.5121429882741457,21.0,87.0,66.0,0.0,0.3410131985120504,0.014203959405131505
400,1784898781,0.25,0.2885,0.527,0.389,0.7,0.7625,0.4448,0.2382,0.6591,0.57049,1e-06,0.028366852948377038,0.5,0.78,0.5107654614921152,21.0,93.0,72.0,0.0,0.3743424389584352,0.012247149657338884
401,1784898787,0.25,0.2885,0.527,0.389,0.7,0.7625,0.4356,0.2379,0.6617,0.643352,1e-06,0.03446017677013407,0.5,0.78,0.5835880046180744,21.0,91.0,70.0,0.0,0.2922273472709046,0.04867793235423381
402,1784898792,0.25,0.2885,0.527,0.389,0.7,0.7625,0.4353,0.2376,0.6635,0.608782,1e-06,0.034866440886049926,0.5,0.78,0.5500979620894239,21.0,86.0,65.0,0.0,0.3265427830896332,0.0358143904898536
403,1784898798,0.25,0.2885,0.527,0.389,0.7,0.7625,0.4404,0.2378,0.6693,0.579398,1e-06,0.024406508620234947,0.5,0.78,0.5478893779336664,22.0,92.0,70.0,0.0,0.3610377081627433,0.0
404,1784898805,0.25,0.2885,0.527,0.389,0.7,0.7625,0.4485,0.2383,0.6738,0.554421,1e-06,0.03534218824902137,0.5,0.78,0.5746904564553736,20.0,84.0,64.0,0.0,0.39408821571392016,0.06085877404952302
405,1784898811,0.25,0.2885,0.527,0.389,0.7,0.7625,0.441,0.2383,0.6775,0.627283,1e-06,0.024739531774314958,0.5,0.78,0.5341343878248053,21.0,89.0,68.0,0.0,0.31376251099974406,0.0
406,1784898816,0.25,0.2885,0.527,0.389,0.7,0.7625,0.4416,0.2383,0.6801,0.595123,1e-06,0.01731767224202047,0.5,0.78,0.49815709948097614,19.0,86.0,67.0,0.0,0.3464867176998209,0.0
407,1784898822,0.25,0.2885,0.527,0.389,0.7,0.7625,0.4469,0.2386,0.683,0.567787,1e-06,0.012122370569414327,0.5,0.78,0.48737010139212666,18.0,91.0,73.0,0.0,0.37913814238987453,0.0
408,1784898828,0.25,0.2885,0.527,0.389,0.7,0.7625,0.4375,0.2383,0.6805,0.640649,1e-06,0.045380235783902115,0.5,0.78,0.599987217762984,25.0,91.0,66.0,0.0,0.2968817796729122,0.12298192128437362
409,1784898834,0.25,0.2885,0.527,0.389,0.7,0.7625,0.4371,0.238,0.678,0.606485,1e-06,0.031766165048731476,0.5,0.78,0.5046747234969126,19.0,89.0,70.0,0.0,0.3306192457710385,0.0
410,1784898840,0.25,0.2885,0.527,0.389,0.7,0.7625,0.442,0.2381,0.6753,0.577445,1e-06,0.022236315534112032,0.5,0.78,0.5128971574461862,18.0,89.0,71.0,0.0,0.364587872039727,0.0
411,1784898846,0.25,0.2885,0.527,0.389,0.7,0.7625,0.4499,0.2387,0.6731,0.552761,1e-06,0.015565420873878421,0.5,0.78,0.5482643552475707,23.0,91.0,68.0,0.0,0.39716503042780893,0.0
412,1784898852,0.25,0.2885,0.527,0.389,0.7,0.7625,0.4423,0.2386,0.6705,0.625623,1e-06,0.010895794611714894,0.5,0.78,0.4933234585910505,23.0,89.0,66.0,0.0,0.3167130812994662,0.0
413,1784898857,0.25,0.2885,0.527,0.389,0.7,0.7625,0.4428,0.2386,0.6687,0.593712,1e-06,0.007627056228200426,0.5,0.78,0.5436719306001176,22.0,85.0,63.0,0.0,0.34905509690962633,0.0
414,1784898863,0.25,0.2885,0.527,0.389,0.7,0.7625,0.448,0.2389,0.6677,0.566588,1e-06,0.0053389393597402975,0.5,0.78,0.4955697743908155,20.0,95.0,75.0,0.0,0.3813631278367384,0.0
415,1784898869,0.25,0.2885,0.527,0.389,0.7,0.7625,0.4385,0.2385,0.6654,0.63945,1e-06,0.022786873996930225,0.5,0.78,0.5435133291121952,24.0,92.0,68.0,0.0,0.2990147894857169,0.06349872148370674
416,1784898875,0.25,0.2885,0.527,0.389,0.7,0.7625,0.4379,0.2383,0.6646,0.605465,1e-06,0.03879674847315803,0.5,0.78,0.5417651887142859,22.0,85.0,63.0,0.0,0.33247665264000176,0.07615312225102294
417,1784898881,0.25,0.2885,0.527,0.389,0.7,0.7625,0.4428,0.2383,0.6662,0.576578,1e-06,0.02715772393121062,0.5,0.78,0.531240400816132,23.0,85.0,62.0,0.0,0.36619711684800116,0.0
418,1784898887,0.25,0.2885,0.527,0.389,0.7,0.7625,0.433,0.2378,0.6682,0.64944,1e-06,0.03680291941225723,0.5,0.78,0.5470378488788407,21.0,88.0,67.0,0.0,0.2836033817936008,0.05930837553469934
419,1784898893,0.25,0.2885,0.527,0.389,0.7,0.7625,0.4326,0.2374,0.6685,0.613957,1e-06,0.02576204358858006,0.5,0.78,0.4977724723772117,18.0,90.0,72.0,0.0,0.31866110725552055,0.0
420,1784898898,0.25,0.2885,0.527,0.389,0.7,0.7625,0.4377,0.2375,0.6708,0.583796,1e-06,0.01803343051200604,0.5,0.78,0.5153630971791966,20.0,90.0,70.0,0.0,0.35395339507886436,0.0
421,1784898904,0.25,0.2885,0.527,0.389,0.7,0.7625,0.446,0.238,0.6712,0.55816,1e-06,0.030524438324970746,0.5,0.78,0.5359449751781137,18.0,90.0,72.0,0.0,0.38779577655520503,0.0596701232218884
422,1784898911,0.25,0.2885,0.527,0.389,0.7,0.7625,0.4386,0.2379,0.6716,0.631022,1e-06,0.05061685869921521,0.5,0.78,0.6133141969613931,21.0,85.0,64.0,0.0,0.30756308358864354,0.09749917290578564
423,1784898917,0.25,0.2885,0.527,0.389,0.7,0.7625,0.4393,0.2379,0.6719,0.598302,1e-06,0.03827929826884593,0.5,0.78,0.5023495295798519,20.0,88.0,68.0,0.0,0.3410131985120504,0.009491657264650954
424,1784898923,0.25,0.2885,0.527,0.389,0.7,0.7625,0.4448,0.2382,0.6726,0.57049,1e-06,0.03756407165253893,0.5,0.78,0.569152764503497,21.0,90.0,69.0,0.0,0.3743424389584352,0.03589520954782261
425,1784898928,0.25,0.2885,0.527,0.389,0.7,0.7625,0.4356,0.2379,0.6746,0.643352,1e-06,0.04436779261820735,0.5,0.78,0.5847960040986433,20.0,85.0,65.0,0.0,0.2922273472709046,0.06024314153810033
426,1784898934,0.25,0.2885,0.527,0.389,0.7,0.7625,0.4353,0.2376,0.673,0.608782,1e-06,0.031057454832745142,0.5,0.78,0.5132735662452744,16.0,90.0,74.0,0.0,0.3265427830896332,0.0
427,1784898940,0.25,0.2885,0.527,0.389,0.7,0.7625,0.4404,0.2378,0.6738,0.579398,1e-06,0.0217402183829216,0.5,0.78,0.5339351640374187,21.0,90.0,69.0,0.0,0.3610377081627433,0.0
428,1784898946,0.25,0.2885,0.527,0.389,0.7,0.7625,0.4485,0.2383,0.674,0.554421,1e-06,0.015218152868045119,0.5,0.78,0.49261373025889965,17.0,88.0,71.0,0.0,0.39408821571392016,0.0
429,1784898952,0.25,0.2885,0.527,0.389,0.7,0.7625,0.441,0.2383,0.6737,0.627283,1e-06,0.053046503356954156,0.5,0.78,0.6163007075347265,21.0,83.0,62.0,0.0,0.31376251099974406,0.1413126544977419
430,1784898958,0.25,0.2885,0.527,0.389,0.7,0.7625,0.4416,0.2383,0.6734,0.595123,1e-06,0.054814741725624117,0.5,0.78,0.5780454260727713,19.0,90.0,71.0,0.0,0.3464867176998209,0.05894063125252069
431,1784898963,0.25,0.2885,0.527,0.389,0.7,0.7625,0.4469,0.2386,0.6741,0.567787,1e-06,0.038370319207936876,0.5,0.78,0.5949080381442627,20.0,82.0,62.0,0.0,0.37913814238987453,0.0
432,1784898969,0.25,0.2885,0.527,0.389,0.7,0.7625,0.4375,0.2383,0.6739,0.640649,1e-06,0.04706591553669362,0.5,0.78,0.5504607012254181,18.0,95.0,77.0,0.0,0.2968817796729122,0.06735564030379271
433,1784898975,0.25,0.2885,0.527,0.389,0.7,0.7625,0.4371,0.238,0.6737,0.606485,1e-06,0.03294614087568553,0.5,0.78,0.5046837520730479,20.0,91.0,71.0,0.0,0.3306192457710385,0.0
434,1784898982,0.25,0.2885,0.527,0.389,0.7,0.7625,0.442,0.2381,0.6739,0.577445,1e-06,0.02306229861297987,0.5,0.78,0.5715010354753911,21.0,87.0,66.0,0.0,0.364587872039727,0.0
435,1784898988,0.25,0.2885,0.527,0.389,0.7,0.7625,0.4499,0.2387,0.6745,0.552761,1e-06,0.01629956143834667,0.5,0.78,0.5136448815054191,20.0,89.0,69.0,0.0,0.39716503042780893,0.0005198413642025334
436,1784898993,0.25,0.2885,0.527,0.389,0.7,0.7625,0.4423,0.2386,0.6775,0.625623,1e-06,0.015494263204763863,0.5,0.78,0.5436603311753263,20.0,84.0,64.0,0.0,0.3167130812994662,0.013615233993070651
437,1784898999,0.25,0.2885,0.527,0.389,0.7,0.7625,0.4428,0.2386,0.6794,0.593712,1e-06,0.02166603699982943,0.5,0.78,0.5183757606315061,18.0,94.0,76.0,0.0,0.34905509690962633,0.03606684252164909
438,1784899005,0.25,0.2885,0.527,0.389,0.7,0.7625,0.448,0.2389,0.6826,0.566588,1e-06,0.0151662258998806,0.5,0.78,0.5868864324246044,21.0,90.0,69.0,0.0,0.3813631278367384,0.0
